Policy_ID,Policy_Start_Date,Incident_Date,Customer_Age,Gender,Education,State,Driver_Experience,Previous_Claims,Traffic_Violations,At_Fault,Vehicle_Make,Vehicle_Type,Vehicle_Age,Vehicle_Value,Policy_Type,Annual_Premium,Deductible,Incident_Type,Injury_Severity,Num_Vehicles_Involved,Police_Report_Filed,Witnesses,Claim_Amount,Claim_Status,Processing_Days,Settlement_Amount,Fraud_Flag
POL01423,2021-03-02,2022-02-12,28,Male,Master,Gujarat,10,0,0,No,Ford,Hatchback,10,2496544,Standard,800.0,1000,Flood,Severe,3,Yes,1,1680594.83,Approved,39,1189927.35,0
POL01424,2020-06-06,2021-08-06,29,Male,PhD,Delhi,11,1,0,No,Tata,Sedan,10,719108,Standard,800.0,2500,Collision,Fatal,2,Yes,5,166816.1,Approved,22,107775.0,0
POL01425,2018-05-07,2019-06-05,27,Male,PhD,Punjab,9,1,0,Yes,BMW,Hatchback,10,1166425,Third-Party,800.0,1000,Natural Disaster,Moderate,1,Yes,4,629424.26,Approved,14,393163.98,0
POL01426,2021-02-03,2022-02-04,42,Female,PhD,Tamil Nadu,24,0,0,No,Toyota,Hatchback,5,1934929,Basic,1048.3,5000,Vandalism,Moderate,4,Yes,2,1364791.21,Approved,51,872569.58,0
POL01427,2020-10-05,2021-06-20,66,Male,Bachelor,West Bengal,48,1,0,No,Toyota,Truck,14,1302320,Standard,1487.25,2500,Fire,None,4,Yes,0,900969.75,Approved,37,705013.54,0
POL01428,2019-08-27,2020-10-19,66,Male,Bachelor,Delhi,48,1,1,Yes,Tata,Sedan,1,2543930,Standard,1112.4,1000,Theft,None,3,Yes,4,2416733.5,Approved,10,2025430.84,0
POL01429,2022-12-28,2024-05-07,42,Male,High School,Delhi,24,1,0,No,Tata,Hatchback,2,551144,Basic,972.03,0,Hit & Run,Minor,4,Yes,1,379551.52,Pending,77,0.0,0
POL01430,2021-11-02,2022-02-16,28,Male,Bachelor,West Bengal,10,0,0,No,BMW,Hatchback,4,2779893,Basic,800.0,0,Natural Disaster,Fatal,4,No,5,538094.24,Approved,51,444368.7,0
POL01431,2020-10-10,2021-05-15,71,Female,PhD,Punjab,50,0,0,Yes,BMW,SUV,10,2321488,Comprehensive,1718.84,2500,Collision,Moderate,1,Yes,4,753646.13,Rejected,38,0.0,0
POL01432,2018-02-20,2019-03-02,53,Female,Master,Punjab,35,1,0,No,Volkswagen,Hatchback,11,2242217,Third-Party,800.0,1000,Vandalism,Moderate,1,No,4,499347.54,Pending,14,0.0,0
POL01433,2020-11-18,2021-09-13,56,Male,Bachelor,UP,38,1,0,No,Honda,Sedan,2,1542200,Comprehensive,1124.67,1000,Fire,None,4,Yes,3,544724.83,Approved,11,372792.34,0
POL01434,2022-01-25,2022-05-29,70,Male,Bachelor,UP,50,1,1,No,Honda,Hatchback,8,1139608,Standard,936.47,2500,Collision,Minor,1,No,1,638714.77,Approved,25,594191.45,0
POL01435,2021-08-12,2022-07-17,43,Male,Bachelor,Punjab,25,0,1,Yes,Maruti,Hatchback,2,1439580,Comprehensive,1319.39,5000,Collision,None,4,Yes,0,399118.79,Approved,42,353484.44,0
POL01436,2021-08-13,2022-01-21,31,Female,Bachelor,Karnataka,13,1,0,No,Tata,Sedan,1,2013512,Basic,800.0,0,Collision,None,4,Yes,4,302546.76,Approved,51,224520.09,0
POL01437,2022-10-16,2022-12-23,56,Female,Master,UP,38,0,1,No,Mahindra,Truck,5,2480460,Comprehensive,1735.88,1000,Collision,Moderate,1,Yes,4,1539027.39,Rejected,90,0.0,0
POL01438,2020-02-18,2020-05-29,73,Male,Bachelor,Punjab,50,1,0,No,Mahindra,Coupe,5,2861095,Standard,1160.93,1000,Collision,None,3,Yes,5,414923.53,Approved,49,384006.28,0
POL01439,2021-12-01,2022-10-07,57,Male,High School,Punjab,39,0,1,No,Ford,Sedan,16,183314,Comprehensive,987.51,2500,Collision,None,1,Yes,0,146291.74,Rejected,48,0.0,1
POL01440,2022-11-28,2023-11-25,18,Female,Bachelor,Delhi,0,2,0,No,Honda,Sedan,7,2961543,Standard,938.75,1000,Theft,Minor,3,Yes,0,2800887.18,Pending,85,0.0,1
POL01441,2020-03-24,2020-09-29,73,Female,High School,UP,50,0,0,No,Volkswagen,Hatchback,0,845026,Comprehensive,930.64,2500,Hit & Run,None,2,Yes,2,563616.25,Under Review,33,0.0,0
POL01442,2022-06-25,2023-01-27,71,Female,PhD,Tamil Nadu,50,1,1,No,Mahindra,SUV,7,2083451,Comprehensive,1755.43,0,Hit & Run,Severe,4,No,2,1530874.14,Under Review,13,0.0,1
POL01443,2021-11-29,2022-07-07,21,Male,Bachelor,West Bengal,3,0,1,No,BMW,SUV,14,2616685,Basic,1086.14,2500,Vandalism,None,2,Yes,4,1478924.38,Under Review,12,0.0,0
POL01444,2021-10-01,2022-12-26,47,Male,Master,West Bengal,29,0,0,Yes,Toyota,Truck,17,1074803,Standard,800.0,5000,Fire,None,4,No,2,648113.69,Under Review,87,0.0,0
POL01445,2022-07-04,2022-11-30,29,Male,High School,Rajasthan,11,2,0,No,Toyota,Convertible,12,1071876,Standard,800.0,10000,Hit & Run,None,1,No,4,726080.47,Approved,28,440983.07,0
POL01446,2019-02-24,2019-10-31,73,Female,High School,Delhi,50,0,0,Yes,BMW,SUV,7,570297,Basic,1369.5,2500,Collision,Severe,2,Yes,0,287411.73,Under Review,26,0.0,0
POL01447,2021-04-20,2021-07-11,52,Non-Binary,Bachelor,Rajasthan,34,3,1,No,Hyundai,Sedan,19,62409,Standard,800.0,1000,Collision,None,2,Yes,2,500.0,Approved,12,377.26,0
POL01448,2020-09-09,2021-05-18,30,Male,Master,Rajasthan,12,1,0,Yes,Hyundai,Hatchback,17,2428682,Standard,800.0,5000,Natural Disaster,None,4,No,5,1999646.37,Under Review,72,0.0,1
POL01449,2020-04-04,2021-07-28,69,Male,Bachelor,Delhi,50,1,2,Yes,Toyota,Hatchback,12,1162771,Standard,1609.48,5000,Vandalism,Moderate,4,Yes,1,290218.77,Rejected,17,0.0,0
POL01450,2020-10-21,2022-01-05,48,Male,High School,Tamil Nadu,30,0,1,Yes,Ford,Truck,13,597798,Standard,1204.43,1000,Fire,None,3,Yes,1,96102.24,Pending,34,0.0,0
POL01451,2019-07-21,2019-12-28,55,Male,High School,Karnataka,37,3,0,Yes,Maruti,Sedan,14,2436634,Basic,800.0,2500,Vandalism,Moderate,3,Yes,0,1914959.81,Under Review,20,0.0,1
POL01452,2019-01-06,2019-09-29,60,Male,Bachelor,Maharashtra,42,2,0,Yes,Volkswagen,SUV,5,2657875,Standard,1164.23,10000,Collision,Moderate,1,Yes,4,1290336.3,Pending,99,0.0,0
POL01453,2020-07-24,2021-04-25,40,Female,High School,Karnataka,22,2,0,Yes,Mahindra,SUV,0,315268,Basic,1385.95,5000,Collision,None,2,Yes,1,75659.44,Pending,35,0.0,0
POL01454,2019-10-23,2020-07-04,21,Male,Bachelor,UP,3,0,1,Yes,Toyota,Hatchback,6,2281419,Basic,800.0,2500,Vandalism,None,2,Yes,2,1810767.15,Approved,38,1337821.4,0
POL01455,2021-12-25,2022-08-19,69,Male,Bachelor,Punjab,50,0,0,No,Tata,Sedan,0,1603495,Third-Party,1044.67,2500,Collision,Minor,3,No,3,1173313.66,Under Review,39,0.0,1
POL01456,2020-08-26,2021-11-04,33,Female,High School,Gujarat,15,1,2,No,BMW,Coupe,14,1531555,Third-Party,800.0,0,Theft,Severe,1,No,4,1299790.96,Rejected,71,0.0,1
POL01457,2021-08-25,2021-12-28,24,Male,High School,Telangana,6,1,1,No,Kia,SUV,5,1570172,Comprehensive,817.03,2500,Vandalism,Minor,2,No,2,1278129.57,Rejected,19,0.0,1
POL01458,2021-03-06,2022-05-31,39,Male,High School,Delhi,21,1,0,No,Maruti,Coupe,4,1502944,Standard,800.0,5000,Collision,None,4,No,4,189981.07,Approved,15,149778.66,0
POL01459,2018-07-21,2019-03-07,46,Male,PhD,Karnataka,28,1,0,No,Toyota,SUV,11,2914703,Comprehensive,1107.51,10000,Collision,Minor,4,No,5,2326303.78,Rejected,18,0.0,1
POL01460,2021-12-30,2022-10-02,28,Female,Bachelor,Tamil Nadu,10,0,0,No,Honda,Hatchback,2,957276,Comprehensive,1368.58,1000,Collision,Minor,4,Yes,5,398101.47,Pending,99,0.0,0
POL01461,2018-11-09,2019-02-18,73,Female,Master,Karnataka,50,0,0,No,Ford,Van,19,1574146,Basic,800.0,2500,Flood,Minor,2,Yes,2,657343.06,Approved,55,475358.65,0
POL01462,2018-04-27,2019-04-09,50,Male,Bachelor,UP,32,3,1,No,Honda,Van,13,58078,Third-Party,884.31,0,Theft,Minor,1,Yes,0,47057.73,Rejected,14,0.0,1
POL01463,2022-08-17,2023-03-19,46,Male,Master,Punjab,28,0,0,Yes,Volkswagen,Van,5,1923795,Third-Party,940.04,5000,Collision,None,3,Yes,0,759593.35,Rejected,110,0.0,0
POL01464,2020-07-25,2020-08-29,56,Male,High School,Rajasthan,38,2,0,No,Mahindra,Sedan,3,1754785,Comprehensive,970.88,5000,Fire,Severe,3,No,0,888770.29,Pending,25,0.0,1
POL01465,2019-07-29,2020-03-20,29,Female,Bachelor,West Bengal,11,0,0,No,Toyota,SUV,14,2696122,Standard,944.12,2500,Collision,None,3,Yes,0,2281602.15,Rejected,86,0.0,1
POL01466,2018-09-01,2018-11-01,24,Female,Master,Gujarat,6,0,0,Yes,Kia,Sedan,16,1294680,Comprehensive,806.39,5000,Vandalism,Minor,4,No,2,80514.28,Approved,53,70495.43,0
POL01467,2019-06-21,2019-10-27,72,Female,Master,Karnataka,50,0,1,No,Honda,SUV,4,2198975,Basic,1418.21,2500,Fire,None,2,Yes,1,979007.14,Approved,48,771004.1,0
POL01468,2022-06-14,2023-08-11,56,Male,Master,Tamil Nadu,38,2,1,Yes,BMW,Sedan,5,1188807,Standard,1118.54,5000,Collision,Minor,2,No,2,330277.8,Under Review,100,0.0,0
POL01469,2018-03-16,2019-05-06,59,Non-Binary,Master,Maharashtra,41,1,1,Yes,Tata,Hatchback,9,2153362,Comprehensive,1223.87,1000,Theft,Moderate,3,No,2,1264793.34,Under Review,46,0.0,0
POL01470,2019-01-21,2019-11-02,65,Non-Binary,High School,Karnataka,47,1,0,No,Ford,Truck,8,949153,Standard,1582.95,2500,Theft,Moderate,3,No,3,901695.35,Pending,110,0.0,1
POL01471,2021-05-18,2021-12-20,43,Female,Bachelor,Tamil Nadu,25,1,1,No,Kia,SUV,3,484128,Basic,1329.07,2500,Collision,Moderate,2,Yes,3,174126.91,Approved,23,118553.73,0
POL01472,2019-04-20,2019-08-03,57,Female,Bachelor,Rajasthan,39,1,2,No,Mahindra,Truck,8,1078809,Basic,800.0,0,Collision,Moderate,3,Yes,5,524580.17,Approved,28,511000.76,0
POL01473,2019-02-22,2019-09-16,26,Male,Master,Tamil Nadu,8,2,0,No,Volkswagen,Sedan,7,830132,Comprehensive,913.3,1000,Collision,Minor,2,No,2,666080.11,Under Review,75,0.0,1
POL01474,2018-12-13,2019-11-22,58,Male,Bachelor,Tamil Nadu,40,1,2,Yes,Ford,Truck,2,1653447,Third-Party,1190.35,5000,Natural Disaster,None,4,No,0,713919.98,Under Review,39,0.0,1
POL01475,2022-04-02,2023-02-12,51,Male,PhD,Punjab,33,2,1,No,Ford,Sedan,19,1104364,Standard,839.92,1000,Collision,Minor,3,Yes,3,305667.41,Approved,11,273386.56,0
POL01476,2019-10-02,2020-10-14,62,Male,Bachelor,Punjab,44,0,1,No,Hyundai,SUV,0,869118,Standard,1606.14,1000,Collision,None,3,No,3,109076.55,Rejected,27,0.0,0
POL01477,2020-07-27,2021-05-07,30,Female,Bachelor,Karnataka,12,0,0,No,Hyundai,SUV,19,360899,Standard,1029.63,1000,Hit & Run,Fatal,2,Yes,2,293484.66,Under Review,49,0.0,1
POL01478,2020-08-12,2021-08-01,72,Female,Bachelor,Telangana,50,0,0,No,Volkswagen,Coupe,4,1282516,Comprehensive,1535.11,1000,Collision,None,1,Yes,4,1009328.35,Approved,49,864373.4,0
POL01479,2020-05-25,2020-12-30,72,Female,Bachelor,Punjab,50,1,0,No,Hyundai,Convertible,2,222791,Comprehensive,1588.63,1000,Fire,Minor,3,No,3,26915.76,Rejected,47,0.0,0
POL01480,2020-02-02,2021-01-04,53,Male,Master,West Bengal,35,0,1,Yes,Kia,Sedan,3,707006,Standard,1022.41,1000,Hit & Run,None,1,Yes,0,286101.6,Under Review,22,0.0,0
POL01481,2021-04-17,2022-04-26,42,Male,Bachelor,West Bengal,24,1,2,No,Kia,Sedan,18,2193167,Basic,800.0,5000,Collision,Fatal,1,Yes,5,1373152.25,Pending,97,0.0,0
POL01482,2021-04-20,2021-09-23,41,Female,PhD,Gujarat,23,0,0,Yes,Maruti,Hatchback,14,1206666,Basic,896.98,10000,Hit & Run,Minor,3,Yes,2,148496.24,Approved,53,122885.72,0
POL01483,2019-10-26,2021-01-22,61,Male,Master,Delhi,43,0,1,Yes,Mahindra,SUV,18,2898546,Third-Party,918.73,2500,Natural Disaster,None,3,Yes,4,319216.37,Under Review,40,0.0,0
POL01484,2018-01-25,2018-12-07,34,Male,Bachelor,Rajasthan,16,3,0,No,Volkswagen,Hatchback,15,998996,Standard,894.95,2500,Vandalism,None,1,No,1,213275.76,Approved,45,134074.84,0
POL01485,2021-04-18,2022-01-26,19,Non-Binary,Master,Telangana,1,0,0,No,Tata,Sedan,7,957579,Comprehensive,800.0,5000,Fire,Minor,1,Yes,0,144656.2,Approved,40,122001.01,0
POL01486,2019-12-11,2020-08-09,30,Female,Bachelor,West Bengal,12,1,0,No,Kia,Truck,13,2935390,Standard,1061.93,2500,Natural Disaster,Minor,3,Yes,0,1034028.95,Approved,24,905644.84,0
POL01487,2022-03-05,2022-12-09,48,Male,Bachelor,UP,30,1,1,No,Maruti,Sedan,4,2899242,Comprehensive,1305.41,5000,Vandalism,None,2,Yes,2,1093370.97,Approved,11,872395.62,0
POL01488,2021-03-30,2021-07-21,46,Female,High School,West Bengal,28,2,0,Yes,Tata,SUV,0,1951419,Basic,1297.79,5000,Collision,None,3,No,1,800214.76,Pending,105,0.0,0
POL01489,2018-06-26,2019-08-12,67,Female,Bachelor,Tamil Nadu,49,0,1,No,Honda,Sedan,18,1301698,Standard,1284.06,2500,Theft,None,4,Yes,0,1090714.12,Rejected,98,0.0,1
POL01490,2018-10-12,2019-12-21,45,Female,Bachelor,Rajasthan,27,0,2,Yes,Volkswagen,Van,4,2369974,Standard,800.15,2500,Hit & Run,Moderate,4,Yes,0,225311.34,Pending,94,0.0,0
POL01491,2018-03-04,2019-04-25,44,Female,Master,Gujarat,26,1,2,Yes,Tata,Sedan,2,1141092,Standard,1051.85,1000,Collision,Minor,2,Yes,2,672704.02,Pending,40,0.0,0
POL01492,2020-09-29,2020-11-10,32,Male,Bachelor,Karnataka,14,1,0,Yes,Honda,Truck,16,2757713,Standard,1098.46,2500,Collision,Severe,1,Yes,0,1804671.25,Approved,34,1640847.4,0
POL01493,2019-10-24,2020-01-06,48,Female,High School,West Bengal,30,2,0,No,Tata,Sedan,6,2389538,Comprehensive,1327.01,1000,Fire,Moderate,1,Yes,5,380322.47,Approved,46,301320.04,0
POL01494,2019-10-28,2020-04-01,57,Male,Bachelor,Delhi,39,0,0,No,Honda,SUV,16,1821948,Standard,1154.11,2500,Collision,Minor,1,No,4,421417.21,Pending,66,0.0,0
POL01495,2018-06-05,2019-09-03,32,Male,High School,Gujarat,14,0,0,No,Ford,Convertible,12,897347,Comprehensive,1052.94,5000,Natural Disaster,Minor,4,Yes,1,250666.79,Rejected,97,0.0,0
POL01496,2022-02-01,2022-06-24,50,Female,Master,West Bengal,32,0,0,No,Mahindra,Sedan,13,2515361,Standard,901.21,10000,Fire,Moderate,3,Yes,3,964802.96,Approved,37,666775.04,0
POL01497,2020-12-08,2022-03-15,37,Male,Master,Telangana,19,0,1,No,Kia,Coupe,11,522073,Comprehensive,1179.0,1000,Vandalism,Moderate,2,Yes,3,192907.61,Approved,38,116095.28,0
POL01498,2020-08-24,2021-06-25,59,Female,Bachelor,Telangana,41,0,2,No,Ford,Van,10,247284,Standard,1006.24,1000,Natural Disaster,None,3,No,1,51963.73,Rejected,25,0.0,0
POL01499,2020-04-28,2020-12-18,29,Female,Master,Gujarat,11,1,0,Yes,Hyundai,Hatchback,0,2465254,Third-Party,800.0,0,Natural Disaster,None,1,Yes,5,266192.58,Rejected,104,0.0,0
POL01500,2021-01-12,2022-01-13,54,Female,Bachelor,Karnataka,36,0,1,No,Kia,Sedan,2,2068988,Standard,1156.2,5000,Fire,Moderate,3,Yes,4,575095.23,Pending,39,0.0,0
POL01501,2021-10-16,2023-01-26,26,Female,Bachelor,UP,8,0,0,Yes,Mahindra,Truck,11,1427856,Standard,893.17,5000,Collision,None,2,Yes,2,958515.72,Approved,28,667511.03,0
POL01502,2019-11-20,2021-02-11,40,Male,High School,UP,22,0,1,Yes,Honda,Coupe,8,2660937,Comprehensive,948.16,2500,Fire,Moderate,4,Yes,2,266072.57,Approved,36,238404.51,0
POL01503,2018-05-28,2019-07-16,25,Male,Bachelor,West Bengal,7,0,0,Yes,Hyundai,Convertible,1,604495,Standard,800.0,2500,Flood,Minor,3,Yes,3,214433.45,Pending,108,0.0,0
POL01504,2022-07-12,2023-09-13,49,Male,Master,West Bengal,31,0,0,Yes,Hyundai,Coupe,13,1755276,Standard,870.02,5000,Fire,None,3,No,0,353227.6,Under Review,26,0.0,1
POL01505,2018-12-08,2020-04-11,65,Male,High School,Gujarat,47,1,2,No,Kia,SUV,4,2434501,Comprehensive,1513.01,1000,Collision,Severe,2,No,1,1554503.73,Approved,23,998855.15,0
POL01506,2019-04-21,2020-02-17,31,Male,Bachelor,Maharashtra,13,2,0,No,Honda,Hatchback,2,1160149,Comprehensive,1058.73,1000,Natural Disaster,Moderate,2,Yes,4,374986.72,Rejected,97,0.0,0
POL01507,2020-12-22,2022-03-04,44,Female,Bachelor,Tamil Nadu,26,0,1,No,Toyota,SUV,11,428897,Third-Party,1234.66,1000,Vandalism,Minor,1,No,2,152059.79,Approved,53,130695.62,0
POL01508,2022-09-21,2022-12-17,42,Female,High School,Tamil Nadu,24,0,1,Yes,BMW,SUV,11,1554602,Comprehensive,1318.07,1000,Collision,None,2,Yes,1,1210658.57,Rejected,99,0.0,1
POL01509,2021-10-15,2022-10-07,30,Non-Binary,Bachelor,Delhi,12,0,0,No,BMW,Hatchback,6,483918,Basic,901.55,2500,Vandalism,Fatal,4,Yes,0,356776.11,Rejected,32,0.0,1
POL01510,2019-07-15,2020-03-19,72,Female,High School,West Bengal,50,1,0,No,Toyota,Truck,0,148471,Third-Party,1403.09,1000,Collision,Severe,1,Yes,3,141047.45,Rejected,78,0.0,1
POL01511,2018-11-23,2019-04-10,38,Female,PhD,Delhi,20,0,1,No,Volkswagen,Hatchback,2,2470652,Comprehensive,1117.68,5000,Natural Disaster,None,3,Yes,0,1479860.96,Rejected,73,0.0,0
POL01512,2022-11-28,2023-10-02,62,Male,Master,Gujarat,44,0,0,No,Mahindra,Truck,10,123744,Basic,891.99,0,Hit & Run,Moderate,1,Yes,4,95962.37,Approved,16,70930.71,0
POL01513,2022-10-26,2023-05-17,48,Male,Bachelor,Karnataka,30,0,0,Yes,Honda,Sedan,12,1360681,Basic,800.0,2500,Hit & Run,None,3,Yes,5,694203.59,Under Review,107,0.0,0
POL01514,2021-03-10,2022-03-02,54,Male,Master,Rajasthan,36,2,0,No,Kia,SUV,9,1902922,Comprehensive,1416.63,1000,Fire,None,2,Yes,5,472273.41,Approved,50,391536.24,0
POL01515,2020-09-16,2021-07-06,65,Female,High School,Rajasthan,47,0,0,Yes,Mahindra,SUV,18,2148649,Basic,1286.84,5000,Theft,Fatal,1,Yes,3,2041216.55,Rejected,17,0.0,1
POL01516,2018-08-03,2019-07-13,60,Male,Bachelor,West Bengal,42,1,0,Yes,Mahindra,Sedan,3,1549862,Standard,1528.76,5000,Collision,Severe,4,Yes,0,1151894.21,Rejected,73,0.0,1
POL01517,2019-03-11,2019-07-29,71,Female,Bachelor,West Bengal,50,0,0,Yes,Toyota,SUV,4,1997953,Third-Party,1514.25,10000,Collision,Minor,1,No,5,1655488.48,Rejected,49,0.0,1
POL01518,2020-08-09,2021-03-13,22,Female,High School,Maharashtra,4,0,0,No,Kia,Van,10,1365155,Basic,800.0,1000,Theft,Moderate,4,Yes,4,1292327.81,Approved,17,1266000.8,0
POL01519,2019-12-24,2020-10-17,30,Male,Master,Gujarat,12,1,0,Yes,Volkswagen,Hatchback,8,277478,Standard,830.97,5000,Fire,None,1,Yes,5,197774.57,Pending,99,0.0,0
POL01520,2021-09-03,2022-11-29,45,Male,High School,Karnataka,27,1,0,Yes,Kia,SUV,12,1326972,Comprehensive,1334.64,1000,Vandalism,None,2,No,4,812677.19,Pending,98,0.0,0
POL01521,2018-02-01,2018-10-17,60,Male,Master,Punjab,42,2,0,Yes,Honda,SUV,16,1622826,Basic,922.13,1000,Collision,None,3,No,4,1095246.13,Approved,9,679289.86,0
POL01522,2019-11-01,2020-05-04,42,Male,Bachelor,Gujarat,24,0,0,Yes,Volkswagen,Hatchback,14,1365022,Comprehensive,1007.81,0,Natural Disaster,None,1,Yes,1,721463.68,Approved,26,500717.72,0
POL01523,2018-10-12,2019-05-18,68,Female,High School,Punjab,50,1,0,No,Kia,SUV,12,2191605,Basic,1137.54,2500,Natural Disaster,Moderate,3,Yes,4,620542.14,Under Review,25,0.0,0
POL01524,2021-08-21,2022-06-18,52,Female,Master,Telangana,34,0,1,Yes,Honda,Hatchback,10,1992349,Standard,1333.34,1000,Flood,None,3,No,2,238838.8,Pending,37,0.0,0
POL01525,2019-03-05,2020-04-12,64,Female,Bachelor,Tamil Nadu,46,1,2,Yes,Honda,Sedan,0,1834191,Standard,1277.78,1000,Flood,Minor,3,No,4,1147439.98,Approved,31,1079559.43,0
POL01526,2022-02-09,2022-03-12,56,Female,Bachelor,West Bengal,38,1,1,Yes,Tata,SUV,7,2806364,Comprehensive,1708.18,1000,Vandalism,None,1,No,0,1990486.43,Pending,37,0.0,1
POL01527,2018-10-13,2019-07-15,24,Female,Bachelor,Maharashtra,6,0,1,Yes,Ford,Hatchback,4,2246129,Comprehensive,1241.68,10000,Natural Disaster,None,3,No,2,1494122.18,Approved,52,913031.23,0
POL01528,2021-03-13,2021-11-07,55,Female,High School,West Bengal,37,1,0,Yes,Ford,Hatchback,15,2511120,Third-Party,866.05,2500,Collision,None,1,Yes,3,203485.93,Approved,22,163352.53,0
POL01529,2021-12-18,2023-02-21,49,Male,PhD,Rajasthan,31,0,0,No,Mahindra,Sedan,3,913199,Standard,1319.97,2500,Collision,Moderate,4,Yes,5,81751.56,Approved,51,49562.45,0
POL01530,2020-11-08,2021-09-19,20,Female,Bachelor,West Bengal,2,1,1,Yes,Volkswagen,Convertible,18,1809434,Third-Party,800.0,5000,Fire,Minor,3,Yes,5,238165.72,Pending,32,0.0,0
POL01531,2018-01-18,2019-02-10,62,Male,High School,Rajasthan,44,0,0,No,Maruti,Sedan,17,1362777,Comprehensive,1332.91,0,Fire,None,4,Yes,2,961460.41,Under Review,91,0.0,1
POL01532,2020-02-08,2020-03-21,56,Male,Master,Delhi,38,2,0,No,Mahindra,Sedan,1,1946797,Third-Party,1325.38,1000,Flood,Minor,3,No,0,1047524.39,Under Review,107,0.0,1
POL01533,2019-08-13,2019-12-16,54,Male,Bachelor,West Bengal,36,1,0,Yes,Maruti,Hatchback,12,2627483,Standard,807.82,2500,Theft,Minor,1,Yes,5,2420505.67,Rejected,99,0.0,0
POL01534,2021-10-26,2022-07-03,72,Female,High School,Gujarat,50,1,1,No,Kia,Hatchback,15,760377,Standard,983.05,0,Hit & Run,Severe,1,Yes,5,218130.14,Pending,59,0.0,0
POL01535,2021-04-13,2022-01-05,67,Male,Bachelor,Punjab,49,2,0,No,Honda,Sedan,7,1325171,Standard,1048.03,1000,Collision,Moderate,4,No,3,156616.82,Approved,46,153650.25,0
POL01536,2020-10-06,2021-02-06,39,Male,Bachelor,Gujarat,21,0,0,No,Tata,Hatchback,18,1203027,Basic,973.11,5000,Collision,None,4,Yes,0,829332.63,Approved,20,785128.28,0
POL01537,2018-07-13,2019-07-15,25,Non-Binary,High School,UP,7,2,0,Yes,Maruti,Sedan,2,569545,Comprehensive,857.3,1000,Collision,None,2,Yes,0,403858.95,Rejected,112,0.0,1
POL01538,2019-05-17,2020-03-10,34,Female,Bachelor,Rajasthan,16,1,1,Yes,BMW,Convertible,18,195044,Comprehensive,924.06,10000,Theft,Minor,2,Yes,1,134177.3,Under Review,43,0.0,0
POL01539,2020-09-14,2021-04-02,69,Female,Master,Telangana,50,1,0,Yes,Maruti,Hatchback,16,1985965,Comprehensive,1310.43,0,Flood,None,2,No,1,1407630.14,Rejected,38,0.0,1
POL01540,2021-02-10,2022-06-23,44,Female,High School,UP,26,0,0,No,Maruti,Sedan,8,1566581,Standard,822.15,5000,Collision,Minor,3,Yes,0,473510.17,Pending,95,0.0,0
POL01541,2018-04-24,2018-08-25,50,Female,Bachelor,Delhi,32,1,2,Yes,Volkswagen,Sedan,16,1684891,Standard,800.0,2500,Natural Disaster,Severe,4,No,4,1232968.19,Rejected,100,0.0,1
POL01542,2021-05-30,2021-11-24,63,Female,Bachelor,Gujarat,45,1,0,No,Ford,Hatchback,0,2547624,Standard,1040.03,2500,Vandalism,None,2,Yes,1,257785.8,Approved,46,185700.94,0
POL01543,2022-08-29,2023-01-17,34,Male,Bachelor,Telangana,16,0,0,Yes,Tata,Hatchback,3,605829,Third-Party,800.0,1000,Collision,Fatal,4,Yes,5,297324.63,Approved,18,223493.84,0
POL01544,2020-08-04,2020-10-27,59,Female,Master,Punjab,41,1,0,Yes,Hyundai,Coupe,14,370317,Standard,855.06,1000,Collision,None,2,Yes,0,244658.67,Pending,101,0.0,0
POL01545,2020-04-10,2021-04-11,29,Female,Bachelor,Karnataka,11,1,0,Yes,Volkswagen,Van,11,441442,Standard,1055.66,2500,Theft,Minor,4,No,2,303516.68,Approved,21,245234.06,0
POL01546,2022-07-26,2023-10-22,65,Male,High School,Maharashtra,47,1,0,No,BMW,SUV,16,373073,Standard,1174.8,1000,Collision,None,4,Yes,0,29599.99,Pending,93,0.0,0
POL01547,2021-07-11,2022-11-19,63,Male,Bachelor,West Bengal,45,0,0,No,Honda,Coupe,11,1339365,Basic,800.0,0,Theft,None,2,No,0,761260.65,Rejected,46,0.0,1
POL01548,2020-07-13,2020-12-05,44,Male,High School,West Bengal,26,1,2,No,Volkswagen,Hatchback,15,1957293,Basic,800.0,1000,Collision,None,3,Yes,3,1596835.36,Pending,43,0.0,0
POL01549,2018-02-24,2018-08-15,65,Female,Bachelor,Karnataka,47,0,1,No,Toyota,SUV,12,677698,Standard,1398.07,1000,Hit & Run,None,2,Yes,1,363498.51,Approved,23,262049.27,0
POL01550,2022-07-25,2023-03-12,25,Male,High School,West Bengal,7,1,1,Yes,Mahindra,Hatchback,10,2362291,Comprehensive,800.0,5000,Fire,Minor,4,No,3,449620.72,Approved,14,270593.32,0
POL01551,2020-03-10,2020-10-05,40,Female,Bachelor,Gujarat,22,0,0,No,Volkswagen,Sedan,14,204882,Third-Party,800.0,5000,Fire,Moderate,1,No,4,110543.04,Approved,49,69487.39,0
POL01552,2020-02-17,2020-10-05,59,Female,Bachelor,Karnataka,41,3,0,Yes,Ford,Sedan,15,67686,Third-Party,800.0,1000,Natural Disaster,Severe,3,Yes,0,64301.7,Pending,30,0.0,1
POL01553,2022-01-21,2023-02-18,66,Female,Bachelor,UP,48,3,0,Yes,Ford,Truck,5,2608979,Third-Party,1000.73,5000,Flood,None,3,Yes,1,981773.34,Approved,31,784694.5,0
